customer_id,country,pep,registration_date,unusual_wealth
4c0982eb,GB,True,2026-01-18 19:17:27.669928,False
203bf5d0,SY,False,2023-07-07 19:17:27.669933,False
2b543e29,PL,False,2023-10-01 19:17:27.669937,False
af1370dd,RU,True,2024-02-22 19:17:27.669941,False
b6ebd614,DE,False,2023-07-22 19:17:27.669945,False
6bffa674,FR,False,2025-04-28 19:17:27.669950,False
6b25230d,RU,False,2024-02-14 19:17:27.669954,False
fa8247a3,AE,False,2024-07-29 19:17:27.669958,False
d6d81333,FR,False,2024-02-12 19:17:27.669962,False
6cc04207,AE,False,2024-04-15 19:17:27.669966,False
bcc75541,ES,False,2025-11-21 19:17:27.669971,True
27e5863b,PL,False,2023-07-11 19:17:27.669975,False
d3c07990,IR,False,2024-12-17 19:17:27.669979,False
78ba1ae7,IR,True,2025-01-16 19:17:27.669983,False
32b0ef10,US,False,2023-12-05 19:17:27.669987,False
cbdf061c,ES,False,2023-10-03 19:17:27.669992,False
7093b12a,SY,False,2025-02-21 19:17:27.669996,False
38debdf6,PL,False,2023-12-21 19:17:27.670000,False
ae6bc6d4,ES,False,2025-08-20 19:17:27.670004,False
d8d2ec6b,DE,False,2024-04-08 19:17:27.670010,False
4d45677b,IT,False,2025-04-16 19:17:27.670014,False
687c3487,AE,False,2025-11-19 19:17:27.670018,False
2f297f70,SY,False,2026-01-25 19:17:27.670022,False
b30362b4,US,False,2024-07-11 19:17:27.670027,False
2a75724b,NL,False,2024-05-13 19:17:27.670031,False
98de5e21,DE,False,2023-11-24 19:17:27.670035,False
41d3c484,IR,False,2024-08-26 19:17:27.670039,False
3475d523,AF,False,2023-11-23 19:17:27.670044,False
4a29e68e,GB,False,2024-10-11 19:17:27.670048,False
039e1cec,RU,False,2025-05-26 19:17:27.670052,False
9d038d08,US,False,2023-11-13 19:17:27.670056,False
95336b90,NL,False,2023-07-17 19:17:27.670060,False
1874dee2,NL,False,2025-08-01 19:17:27.670065,True
ca2ff4cc,RU,False,2023-10-15 19:17:27.670070,False
29ce70a1,DE,False,2023-12-05 19:17:27.670074,False
90054012,DE,False,2025-04-19 19:17:27.670078,False
b7f5f921,SY,False,2025-12-11 19:17:27.670082,False
220c70b4,IT,False,2023-07-31 19:17:27.670086,False
14b187de,RU,False,2024-06-14 19:17:27.670090,True
37024d8c,US,False,2023-08-26 19:17:27.670095,False
cdc5390b,RU,False,2024-05-17 19:17:27.670099,False
66876590,AE,False,2024-10-29 19:17:27.670103,False
75f98b41,DE,False,2023-10-15 19:17:27.670108,False
7def469c,ES,False,2024-09-10 19:17:27.670112,False
1c17ffbc,IR,False,2025-04-27 19:17:27.670116,False
8306d652,PL,False,2023-09-03 19:17:27.670120,False
813b0dae,AF,True,2025-01-18 19:17:27.670124,False
3a3ce14d,AF,False,2026-03-21 19:17:27.670129,False
2ec81d38,IR,False,2026-02-07 19:17:27.670133,False
a127e9b2,PL,False,2025-01-14 19:17:27.670137,False
96e179b2,US,False,2025-05-19 19:17:27.670141,False
d3fc917c,PL,False,2024-06-17 19:17:27.670146,False
8176f592,AF,False,2024-12-27 19:17:27.670150,False
9eec0eeb,US,False,2023-07-15 19:17:27.670154,False
36cdb20f,FR,False,2025-08-04 19:17:27.670158,False
c07a032c,SY,False,2025-05-20 19:17:27.670163,False
c0a8961c,GB,False,2023-11-23 19:17:27.670167,False
d4b44bc1,DE,False,2026-01-29 19:17:27.670172,False
d04f5b25,PL,False,2023-07-08 19:17:27.670179,False
34d8e9db,FR,False,2024-12-30 19:17:27.670183,False
f8e8e8a4,RU,False,2023-08-05 19:17:27.670187,False
29eb22ef,DE,False,2025-05-13 19:17:27.670191,False
b42706d6,NL,False,2025-01-10 19:17:27.670196,False
0fb5afec,ES,False,2024-08-24 19:17:27.670200,False
9492c68f,PL,False,2024-07-06 19:17:27.670204,False
991f2a00,FR,False,2025-10-22 19:17:27.670208,False
18f47e2e,ES,False,2024-12-03 19:17:27.670213,False
16e8d963,US,False,2025-10-15 19:17:27.670217,False
88e2af9e,AF,False,2024-11-30 19:17:27.670223,False
11c952d1,DE,False,2024-03-04 19:17:27.670227,False
d014b497,SY,False,2023-09-18 19:17:27.670231,False
98e7eeca,FR,False,2024-11-09 19:17:27.670235,False
9271863d,PL,False,2026-01-27 19:17:27.670239,False
c01d9bf9,IT,False,2026-02-18 19:17:27.670244,False
4b94061b,NL,False,2024-01-16 19:17:27.670248,False
634cb469,AF,False,2023-08-25 19:17:27.670252,False
3d06dec1,FR,False,2024-01-10 19:17:27.670256,False
671e8fae,IR,False,2024-12-26 19:17:27.670261,False
c948eff1,FR,False,2024-08-13 19:17:27.670265,False
ddf0189a,GB,False,2023-12-25 19:17:27.670269,False
bcea4211,SY,False,2025-01-15 19:17:27.670273,False
cc69379f,RU,False,2025-10-21 19:17:27.670277,False
38141f30,IR,False,2026-02-19 19:17:27.670282,False
b4f85164,ES,False,2023-11-27 19:17:27.670286,False
2d0764d7,US,False,2024-03-28 19:17:27.670290,False
a5edbd2f,DE,False,2023-07-26 19:17:27.670294,False
9fad1c70,NL,False,2024-04-16 19:17:27.670298,False
e4e785e0,FR,False,2025-12-02 19:17:27.670303,False
d69d8e86,AF,False,2024-06-24 19:17:27.670307,False
23140513,AF,False,2024-11-07 19:17:27.670311,False
438bc9c2,AF,False,2025-05-19 19:17:27.670315,False
60d7876d,ES,False,2024-06-13 19:17:27.670320,False
bfda160d,SY,False,2023-11-08 19:17:27.670324,False
b2540a4b,DE,False,2024-08-23 19:17:27.670328,False
f5c3629b,GB,False,2025-06-30 19:17:27.670332,False
b2aa410f,NL,False,2024-03-01 19:17:27.670336,False
21b8f13d,AE,False,2023-08-09 19:17:27.670340,False
58f403eb,DE,False,2025-02-15 19:17:27.670345,False
92d53911,PL,False,2023-12-16 19:17:27.670349,False
bf8ca93f,AF,False,2024-07-24 19:17:27.670353,False
0c2c0598,ES,False,2024-07-12 19:17:27.670357,False
eaa55d99,AF,False,2024-09-11 19:17:27.670361,False
cdea40b5,PL,False,2024-06-08 19:17:27.670365,False
0bd1b22f,GB,False,2023-09-27 19:17:27.670372,False
bf4d3413,FR,False,2023-09-15 19:17:27.670376,False
7d1f9709,DE,False,2025-11-22 19:17:27.670381,False
a478705f,IT,False,2023-08-30 19:17:27.670385,False
9e4f0c67,IR,False,2024-04-24 19:17:27.670389,False
b0f2a3fb,DE,False,2024-05-09 19:17:27.670393,False
28ce00a0,AE,False,2024-11-26 19:17:27.670397,False
1e7d8526,IR,False,2024-07-09 19:17:27.670401,False
9187a8f4,AF,False,2023-08-23 19:17:27.670406,False
f98fa9e0,IT,False,2025-10-01 19:17:27.670410,False
de511586,ES,False,2025-07-16 19:17:27.670414,False
ed3b6cbb,FR,False,2024-09-02 19:17:27.670418,False
3fff8d10,US,False,2024-11-23 19:17:27.670423,False
8508f662,US,False,2023-07-21 19:17:27.670428,False
b1734238,AE,False,2023-07-25 19:17:27.670433,False
c21128a6,IT,False,2024-07-24 19:17:27.670437,False
bcf522bb,PL,False,2024-03-26 19:17:27.670441,False
ed86da66,IT,False,2024-11-06 19:17:27.670445,False
2d64c7d3,US,False,2024-12-26 19:17:27.670449,False
fa0419dc,ES,False,2024-12-11 19:17:27.670454,False
126a5746,ES,False,2025-07-26 19:17:27.670458,False
b5307e35,RU,False,2024-02-02 19:17:27.670464,False
4176b1c9,IR,False,2025-03-18 19:17:27.670468,False
c69a6f60,PL,False,2023-10-03 19:17:27.670472,False
05f54052,US,False,2023-12-08 19:17:27.670476,False
ee5a3e55,FR,False,2026-02-21 19:17:27.670480,False
21396ead,FR,False,2024-05-29 19:17:27.670485,False
0a618ecc,ES,False,2024-01-03 19:17:27.670489,False
759fbdde,DE,False,2025-01-18 19:17:27.670493,False
248b0d11,IR,False,2023-10-02 19:17:27.670497,False
827252d1,PL,False,2023-11-26 19:17:27.670501,False
ad2d5133,FR,False,2024-04-09 19:17:27.670505,False
c858fbbc,RU,False,2024-02-21 19:17:27.670510,False
3dc3a883,RU,False,2024-05-30 19:17:27.670514,False
02dcc44d,IT,False,2026-03-08 19:17:27.670518,False
986032ff,ES,False,2024-07-11 19:17:27.670522,False
15437323,AE,False,2024-11-11 19:17:27.670526,False
9d9c86a9,IT,False,2024-07-07 19:17:27.670531,False
47d3e3f5,PL,False,2025-09-18 19:17:27.670535,False
55554aac,AE,False,2023-09-02 19:17:27.670540,False
6c12a860,DE,False,2025-01-14 19:17:27.670545,True
6049a85b,AE,False,2025-08-08 19:17:27.670549,False
54ce54c0,DE,False,2024-04-24 19:17:27.670555,False
ac745b6b,PL,False,2024-03-16 19:17:27.670559,False
f1db6251,DE,False,2025-07-18 19:17:27.670563,False
18aea6e3,IT,False,2025-10-10 19:17:27.670567,False
8c1098f8,GB,False,2024-03-02 19:17:27.670572,False
558b0af6,FR,False,2025-01-11 19:17:27.670576,False
184cdf49,GB,False,2025-12-12 19:17:27.670580,False
466079b5,IT,False,2023-11-23 19:17:27.670584,False
c47e4ae7,GB,False,2023-08-03 19:17:27.670588,False
ead8605a,AE,False,2025-10-01 19:17:27.670592,False
3b2ab8b6,US,False,2023-10-14 19:17:27.670597,False
964aeefb,AE,False,2025-08-24 19:17:27.670601,False
25d7b4a3,US,False,2024-05-29 19:17:27.670605,False
c2a57d8a,FR,False,2025-02-18 19:17:27.670609,False
83363100,GB,False,2025-08-13 19:17:27.670614,False
b723b666,IT,False,2024-08-27 19:17:27.670618,False
bb9bec89,SY,False,2024-10-13 19:17:27.670622,False
