transaction_id,customer_id,amount,transaction_type,channel,destination_country,timestamp,round_amount,high_cash,large_transfer,near_threshold,high_risk_country,rapid_movement,mismatch_profile,country,pep,registration_date,unusual_wealth,risk_score,suspicious,flag_reasons,risk_level,date
ef70147f-1,43bd5c10,13806,withdrawal,online,US,2025-09-13 19:17:27.673310,False,True,True,False,False,False,False,AF,False,2025-01-19 19:17:27.669875,False,90,True,"high cash, large transfer",High,2025-09-13
29ba5918-f,248b0d11,15781,transfer,branch,DE,2025-03-24 19:17:27.673315,False,True,True,False,False,True,False,IR,False,2023-10-02 19:17:27.670497,False,100,True,"high cash, large transfer, rapid movement",High,2025-03-24
16c6a10d-d,d6d81333,6069,payment,ATM,DE,2025-12-26 19:17:27.673321,False,True,False,False,False,False,False,FR,False,2024-02-12 19:17:27.669962,False,25,False,high cash,Low,2025-12-26
58501b93-0,78ba1ae7,10167,payment,online,IT,2026-01-04 19:17:27.673327,False,True,True,True,False,False,False,IR,True,2025-01-16 19:17:27.669983,False,140,True,"high cash, large transfer, near threshold",High,2026-01-04
f47fd601-0,617034cc,3018,withdrawal,ATM,IR,2025-12-16 19:17:27.673333,False,False,False,False,True,False,False,AE,False,2024-12-07 19:17:27.669801,False,55,False,high risk country,Medium,2025-12-16
301819c5-c,b7e6989b,583,withdrawal,ATM,GB,2025-05-18 19:17:27.673338,False,False,False,False,False,False,False,RU,False,2023-11-21 19:17:27.669823,False,40,False,,Low,2025-05-18
599dbd9c-5,bcea4211,1782,payment,online,AF,2025-11-05 19:17:27.673344,False,False,False,False,True,False,False,SY,False,2025-01-15 19:17:27.670273,False,80,True,high risk country,High,2025-11-05
7cef1108-b,d8d2ec6b,15292,withdrawal,branch,FR,2025-10-09 19:17:27.673350,False,True,True,False,False,False,False,DE,False,2024-04-08 19:17:27.670010,False,50,False,"high cash, large transfer",Medium,2025-10-09
e69e734b-1,3b2ab8b6,9586,transfer,ATM,AF,2025-07-13 19:17:27.673361,False,True,False,True,True,False,False,US,False,2023-10-14 19:17:27.670597,False,75,True,"high cash, near threshold, high risk country",Medium,2025-07-13
d82caeb7-3,44de88ad,16647,crypto,branch,SY,2026-03-03 19:17:27.673367,False,True,True,False,True,False,False,US,False,2024-06-06 19:17:27.669819,False,110,True,"high cash, large transfer, high risk country",High,2026-03-03
06030c59-3,32b0ef10,9772,crypto,online,DE,2025-09-24 19:17:27.673373,False,True,False,True,False,False,False,US,False,2023-12-05 19:17:27.669987,False,55,False,"high cash, near threshold",Medium,2025-09-24
3fd72cdf-2,ead8605a,3265,withdrawal,online,SY,2025-12-26 19:17:27.673379,False,False,False,False,True,False,False,AE,False,2025-10-01 19:17:27.670592,False,55,False,high risk country,Medium,2025-12-26
9535c094-2,bcea4211,15915,crypto,ATM,RU,2025-06-06 19:17:27.673384,False,True,True,False,True,False,False,SY,False,2025-01-15 19:17:27.670273,False,150,True,"high cash, large transfer, high risk country",High,2025-06-06
39ac4512-a,55554aac,12067,withdrawal,online,DE,2025-06-06 19:17:27.673390,False,True,True,False,False,False,False,AE,False,2023-09-02 19:17:27.670540,False,50,False,"high cash, large transfer",Medium,2025-06-06
a6c8d10d-0,0c2c0598,7392,withdrawal,ATM,US,2025-05-18 19:17:27.673396,False,True,False,False,False,False,False,ES,False,2024-07-12 19:17:27.670357,False,25,False,high cash,Low,2025-05-18
5a37c1aa-4,ad2d5133,4264,transfer,online,IT,2026-01-28 19:17:27.673403,False,False,False,False,False,False,False,FR,False,2024-04-09 19:17:27.670505,False,15,False,,Low,2026-01-28
940c8e63-6,1a686023,13649,withdrawal,ATM,DE,2025-08-12 19:17:27.673409,False,True,True,False,False,False,False,PL,False,2023-10-14 19:17:27.669880,False,50,False,"high cash, large transfer",Medium,2025-08-12
544ea0d1-8,039e1cec,15284,withdrawal,online,FR,2025-07-25 19:17:27.673415,False,True,True,False,False,False,False,RU,False,2025-05-26 19:17:27.670052,False,90,True,"high cash, large transfer",High,2025-07-25
508de2e0-c,ddf0189a,18449,withdrawal,branch,ES,2025-12-13 19:17:27.673420,False,True,True,False,False,False,False,GB,False,2023-12-25 19:17:27.670269,False,50,False,"high cash, large transfer",Medium,2025-12-13
4f1f9133-e,39860a67,15138,transfer,ATM,AE,2025-04-06 19:17:27.673426,False,True,True,False,False,False,False,AE,False,2025-03-11 19:17:27.669764,False,50,False,"high cash, large transfer",Medium,2025-04-06
254c0389-8,55554aac,1360,transfer,branch,GB,2025-11-05 19:17:27.673432,False,False,False,False,False,False,False,AE,False,2023-09-02 19:17:27.670540,False,0,False,,Low,2025-11-05
2bb7dedb-2,b2aa410f,10537,withdrawal,online,IR,2026-01-27 19:17:27.673438,False,True,True,False,True,False,False,NL,False,2024-03-01 19:17:27.670336,False,90,True,"high cash, large transfer, high risk country",High,2026-01-27
cd48032d-6,6cc04207,12626,withdrawal,branch,AF,2025-06-05 19:17:27.673443,False,True,True,False,True,False,False,AE,False,2024-04-15 19:17:27.669966,False,90,True,"high cash, large transfer, high risk country",High,2025-06-05
3c9a8c16-0,58f403eb,19713,transfer,branch,US,2025-05-17 19:17:27.673449,False,True,True,False,False,False,False,DE,False,2025-02-15 19:17:27.670345,False,50,False,"high cash, large transfer",Medium,2025-05-17
2d1abce4-3,d3fc917c,3144,withdrawal,ATM,FR,2025-10-03 19:17:27.673455,False,False,False,False,False,False,False,PL,False,2024-06-17 19:17:27.670146,False,15,False,,Low,2025-10-03
02dc8752-8,0cfe5b1b,14652,payment,branch,FR,2026-02-23 19:17:27.673460,False,True,True,False,False,False,False,RU,False,2024-05-01 19:17:27.669920,False,90,True,"high cash, large transfer",High,2026-02-23
70258c78-f,2eec74bb,1791,transfer,online,GB,2025-04-09 19:17:27.673466,False,False,False,False,False,False,False,IT,False,2024-06-14 19:17:27.669797,False,0,False,,Low,2025-04-09
f08a42d9-e,b7e6989b,9317,payment,branch,DE,2025-06-12 19:17:27.673472,False,True,False,False,False,False,False,RU,False,2023-11-21 19:17:27.669823,False,65,True,high cash,Medium,2025-06-12
50cb1dbd-c,75f98b41,9385,withdrawal,online,NL,2026-03-06 19:17:27.673478,False,True,False,False,False,False,False,DE,False,2023-10-15 19:17:27.670108,False,25,False,high cash,Low,2026-03-06
45928d92-4,be34846d,18995,transfer,branch,PL,2025-06-04 19:17:27.673484,False,True,True,False,False,True,False,RU,False,2026-03-22 19:17:27.669867,False,100,True,"high cash, large transfer, rapid movement",High,2025-06-04
91e1b892-d,c47e4ae7,10993,crypto,ATM,US,2025-09-16 19:17:27.673490,False,True,True,False,False,False,False,GB,False,2023-08-03 19:17:27.670588,False,70,True,"high cash, large transfer",Medium,2025-09-16
8990708f-8,b5307e35,15567,crypto,ATM,FR,2026-03-12 19:17:27.673496,False,True,True,False,False,True,False,RU,False,2024-02-02 19:17:27.670464,False,120,True,"high cash, large transfer, rapid movement",High,2026-03-12
d78b38db-0,23140513,5263,crypto,ATM,IT,2025-04-29 19:17:27.673501,False,True,False,False,False,False,True,AF,False,2024-11-07 19:17:27.670311,False,95,True,"high cash, profile mismatch",High,2025-04-29
2bdf58e5-b,ca2ff4cc,11109,transfer,branch,FR,2025-10-13 19:17:27.673509,False,True,True,False,False,False,False,RU,False,2023-10-15 19:17:27.670070,False,90,True,"high cash, large transfer",High,2025-10-13
13cf3e1a-9,b42706d6,9639,crypto,ATM,SY,2026-02-05 19:17:27.673515,False,True,False,True,True,False,False,NL,False,2025-01-10 19:17:27.670196,False,95,True,"high cash, near threshold, high risk country",High,2026-02-05
f2187b14-7,1874dee2,265,transfer,ATM,AE,2025-05-14 19:17:27.673521,False,False,False,False,False,False,False,NL,False,2025-08-01 19:17:27.670065,True,25,False,,Low,2025-05-14
893e8107-6,29ce70a1,11729,crypto,online,AF,2026-01-16 19:17:27.673530,False,True,True,False,True,False,False,DE,False,2023-12-05 19:17:27.670074,False,110,True,"high cash, large transfer, high risk country",High,2026-01-16
3c4ae171-e,a34e68e6,9331,transfer,online,NL,2025-09-26 19:17:27.673536,False,True,False,False,False,False,False,IT,False,2023-07-08 19:17:27.669863,False,25,False,high cash,Low,2025-09-26
5dd40093-3,d04f5b25,5259,crypto,branch,NL,2025-04-13 19:17:27.673542,False,True,False,False,False,False,False,PL,False,2023-07-08 19:17:27.670179,False,45,False,high cash,Low,2025-04-13
064df653-b,bcf522bb,7712,withdrawal,branch,GB,2025-05-07 19:17:27.673548,False,True,False,False,False,False,False,PL,False,2024-03-26 19:17:27.670441,False,25,False,high cash,Low,2025-05-07
eb91c4bb-8,78ba1ae7,16854,payment,branch,GB,2025-07-02 19:17:27.673555,False,True,True,False,False,False,False,IR,True,2025-01-16 19:17:27.669983,False,130,True,"high cash, large transfer",High,2025-07-02
686463c3-8,203bf5d0,1084,withdrawal,branch,AE,2026-03-11 19:17:27.673560,False,False,False,False,False,False,False,SY,False,2023-07-07 19:17:27.669933,False,40,False,,Low,2026-03-11
c9f0fbde-d,bcf522bb,18784,transfer,online,ES,2026-03-03 19:17:27.673566,False,True,True,False,False,False,False,PL,False,2024-03-26 19:17:27.670441,False,50,False,"high cash, large transfer",Medium,2026-03-03
9fdfa391-c,6b25230d,15344,transfer,branch,NL,2026-01-13 19:17:27.673572,False,True,True,False,False,False,False,RU,False,2024-02-14 19:17:27.669954,False,90,True,"high cash, large transfer",High,2026-01-13
cc3ecffe-4,2a75724b,9197,crypto,online,AE,2025-11-30 19:17:27.673578,False,True,False,False,False,False,False,NL,False,2024-05-13 19:17:27.670031,False,45,False,high cash,Low,2025-11-30
349d3935-0,bb9bec89,7368,transfer,ATM,AE,2026-03-02 19:17:27.673584,False,True,False,False,False,False,False,SY,False,2024-10-13 19:17:27.670622,False,65,True,high cash,Medium,2026-03-02
ec43433c-f,b6ebd614,10765,transfer,online,ES,2025-11-03 19:17:27.673589,False,True,True,False,False,False,False,DE,False,2023-07-22 19:17:27.669945,False,50,False,"high cash, large transfer",Medium,2025-11-03
b214aaa8-a,248b0d11,19853,withdrawal,branch,DE,2025-06-03 19:17:27.673595,False,True,True,False,False,False,False,IR,False,2023-10-02 19:17:27.670497,False,90,True,"high cash, large transfer",High,2025-06-03
5ef688a8-3,44de88ad,19357,transfer,branch,NL,2025-07-24 19:17:27.673602,False,True,True,False,False,False,False,US,False,2024-06-06 19:17:27.669819,False,50,False,"high cash, large transfer",Medium,2025-07-24
db13ce6e-a,b1734238,10392,transfer,branch,IR,2025-11-17 19:17:27.673608,False,True,True,True,True,False,False,AE,False,2023-07-25 19:17:27.670433,False,100,True,"high cash, large transfer, near threshold, high risk country",High,2025-11-17
b0537820-8,9d9c86a9,1993,transfer,branch,US,2025-05-13 19:17:27.673614,False,False,False,False,False,True,False,IT,False,2024-07-07 19:17:27.670531,False,10,False,rapid movement,Low,2025-05-13
4e3a9312-0,ad2d5133,4553,transfer,branch,FR,2025-05-16 19:17:27.673620,False,False,False,False,False,False,True,FR,False,2024-04-09 19:17:27.670505,False,25,False,profile mismatch,Low,2025-05-16
3bc85f18-5,21396ead,15327,payment,ATM,AF,2025-11-07 19:17:27.673625,False,True,True,False,True,False,False,FR,False,2024-05-29 19:17:27.670485,False,90,True,"high cash, large transfer, high risk country",High,2025-11-07
393e4306-1,66ba5a47,1630,transfer,online,PL,2026-02-23 19:17:27.673631,False,False,False,False,False,False,False,GB,False,2026-01-27 19:17:27.669915,False,0,False,,Low,2026-02-23
82034233-4,220c70b4,9358,crypto,branch,AF,2025-10-26 19:17:27.673637,False,True,False,False,True,False,False,IT,False,2023-07-31 19:17:27.670086,False,85,True,"high cash, high risk country",High,2025-10-26
9c43db99-d,c948eff1,679,transfer,ATM,NL,2025-11-28 19:17:27.673642,False,False,False,False,False,False,False,FR,False,2024-08-13 19:17:27.670265,False,0,False,,Low,2025-11-28
6a0b6182-9,4d45677b,10579,crypto,branch,NL,2025-04-11 19:17:27.673648,False,True,True,False,False,False,False,IT,False,2025-04-16 19:17:27.670014,False,70,True,"high cash, large transfer",Medium,2025-04-11
1b497afe-9,55554aac,2905,withdrawal,online,DE,2025-05-25 19:17:27.673654,False,False,False,False,False,False,False,AE,False,2023-09-02 19:17:27.670540,False,0,False,,Low,2025-05-25
a4ba99a0-8,bcc75541,1373,crypto,online,NL,2025-11-22 19:17:27.673660,False,False,False,False,False,False,False,ES,False,2025-11-21 19:17:27.669971,True,45,False,,Low,2025-11-22
ead9b67a-5,4c0982eb,11271,crypto,online,NL,2026-02-24 19:17:27.673665,False,True,True,False,False,False,False,GB,True,2026-01-18 19:17:27.669928,False,110,True,"high cash, large transfer",High,2026-02-24
808f9437-b,36cdb20f,16240,payment,ATM,ES,2025-12-26 19:17:27.673671,False,True,True,False,False,True,False,FR,False,2025-08-04 19:17:27.670158,False,60,True,"high cash, large transfer, rapid movement",Medium,2025-12-26
e42e1090-8,98de5e21,16160,transfer,online,IR,2025-08-20 19:17:27.673677,False,True,True,False,True,False,False,DE,False,2023-11-24 19:17:27.670035,False,90,True,"high cash, large transfer, high risk country",High,2025-08-20
f185e152-7,95336b90,11481,payment,online,FR,2025-10-15 19:17:27.673683,False,True,True,False,False,False,False,NL,False,2023-07-17 19:17:27.670060,False,50,False,"high cash, large transfer",Medium,2025-10-15
ac8061c9-9,2d0764d7,7793,crypto,online,AE,2026-02-10 19:17:27.673688,False,True,False,False,False,False,False,US,False,2024-03-28 19:17:27.670290,False,45,False,high cash,Low,2026-02-10
b37539b7-a,37024d8c,10398,withdrawal,ATM,GB,2025-11-20 19:17:27.673694,False,True,True,True,False,False,False,US,False,2023-08-26 19:17:27.670095,False,60,True,"high cash, large transfer, near threshold",Medium,2025-11-20
f9b28500-7,47d3e3f5,10187,crypto,branch,AE,2025-06-30 19:17:27.673700,False,True,True,True,False,False,False,PL,False,2025-09-18 19:17:27.670535,False,80,True,"high cash, large transfer, near threshold",High,2025-06-30
76f5cd16-1,d4b44bc1,13151,crypto,branch,PL,2026-02-12 19:17:27.673706,False,True,True,False,False,False,False,DE,False,2026-01-29 19:17:27.670172,False,70,True,"high cash, large transfer",Medium,2026-02-12
a922f77f-f,8508f662,7638,payment,online,ES,2025-08-17 19:17:27.673712,False,True,False,False,False,False,False,US,False,2023-07-21 19:17:27.670428,False,25,False,high cash,Low,2025-08-17
e246b49e-5,671e8fae,1261,withdrawal,ATM,US,2025-05-15 19:17:27.673718,False,False,False,False,False,False,False,IR,False,2024-12-26 19:17:27.670261,False,40,False,,Low,2025-05-15
85900dc9-f,3fff8d10,10726,payment,ATM,ES,2025-07-23 19:17:27.673724,False,True,True,False,False,False,False,US,False,2024-11-23 19:17:27.670423,False,50,False,"high cash, large transfer",Medium,2025-07-23
4ddcee06-5,b0f2a3fb,7324,payment,branch,NL,2025-08-08 19:17:27.673730,False,True,False,False,False,False,False,DE,False,2024-05-09 19:17:27.670393,False,25,False,high cash,Low,2025-08-08
4ddca675-f,c0a8961c,1670,transfer,ATM,IR,2025-10-28 19:17:27.673735,False,False,False,False,True,False,False,GB,False,2023-11-23 19:17:27.670167,False,40,False,high risk country,Low,2025-10-28
e1958412-d,ddf0189a,16515,withdrawal,ATM,FR,2025-06-24 19:17:27.673741,False,True,True,False,False,False,False,GB,False,2023-12-25 19:17:27.670269,False,50,False,"high cash, large transfer",Medium,2025-06-24
f52587c5-d,f98fa9e0,9155,payment,ATM,AF,2025-10-24 19:17:27.673747,False,True,False,False,True,True,False,IT,False,2025-10-01 19:17:27.670410,False,75,True,"high cash, high risk country, rapid movement",Medium,2025-10-24
424315a8-a,21396ead,843,payment,online,AE,2025-09-01 19:17:27.673753,False,False,False,False,False,False,False,FR,False,2024-05-29 19:17:27.670485,False,0,False,,Low,2025-09-01
03c1e223-0,558b0af6,13399,payment,online,GB,2025-09-29 19:17:27.673759,False,True,True,False,False,False,False,FR,False,2025-01-11 19:17:27.670576,False,50,False,"high cash, large transfer",Medium,2025-09-29
5d81a70f-d,bb9bec89,7757,crypto,ATM,AF,2025-07-28 19:17:27.673765,False,True,False,False,True,False,False,SY,False,2024-10-13 19:17:27.670622,False,125,True,"high cash, high risk country",High,2025-07-28
6968615a-e,1bd70aeb,18500,crypto,online,NL,2025-06-16 19:17:27.673772,False,True,True,False,False,False,False,AE,False,2025-04-09 19:17:27.669854,False,70,True,"high cash, large transfer",Medium,2025-06-16
dfd5929d-5,c07a032c,15847,withdrawal,online,RU,2026-03-06 19:17:27.673778,False,True,True,False,True,True,False,SY,False,2025-05-20 19:17:27.670163,False,140,True,"high cash, large transfer, high risk country, rapid movement",High,2026-03-06
dc3df7f6-1,8306d652,508,withdrawal,ATM,IR,2025-06-14 19:17:27.673784,False,False,False,False,True,False,False,PL,False,2023-09-03 19:17:27.670120,False,40,False,high risk country,Low,2025-06-14
7c0c1fd3-b,2ec81d38,1758,transfer,ATM,IT,2025-05-21 19:17:27.673789,False,False,False,False,False,False,False,IR,False,2026-02-07 19:17:27.670133,False,40,False,,Low,2025-05-21
5791437e-c,4b94061b,6990,payment,online,IT,2025-11-19 19:17:27.673795,False,True,False,False,False,False,False,NL,False,2024-01-16 19:17:27.670248,False,25,False,high cash,Low,2025-11-19
52ab4db1-a,9fad1c70,699,withdrawal,online,IR,2025-12-30 19:17:27.673801,False,False,False,False,True,False,False,NL,False,2024-04-16 19:17:27.670298,False,40,False,high risk country,Low,2025-12-30
273b480d-e,827252d1,4446,crypto,online,NL,2025-12-29 19:17:27.673806,False,False,False,False,False,False,False,PL,False,2023-11-26 19:17:27.670501,False,35,False,,Low,2025-12-29
1ce7ea34-f,eaa55d99,8957,transfer,ATM,GB,2025-10-04 19:17:27.673812,False,True,False,False,False,False,False,AF,False,2024-09-11 19:17:27.670361,False,65,True,high cash,Medium,2025-10-04
cf12dcd4-d,da8713ff,1489,payment,ATM,PL,2025-07-01 19:17:27.673819,False,False,False,False,False,False,False,US,True,2023-09-26 19:17:27.669894,False,40,False,,Low,2025-07-01
f0675735-3,964aeefb,3366,transfer,online,FR,2026-01-20 19:17:27.673824,False,False,False,False,False,False,False,AE,False,2025-08-24 19:17:27.670601,False,15,False,,Low,2026-01-20
4d6a23c1-1,8508f662,12330,withdrawal,branch,AE,2025-03-31 19:17:27.673830,False,True,True,False,False,False,False,US,False,2023-07-21 19:17:27.670428,False,50,False,"high cash, large transfer",Medium,2025-03-31
dc7c21ac-b,b30362b4,7099,payment,ATM,AF,2025-09-26 19:17:27.673839,False,True,False,False,True,False,False,US,False,2024-07-11 19:17:27.670027,False,65,True,"high cash, high risk country",Medium,2025-09-26
29ad937a-d,d04f5b25,7270,transfer,branch,US,2025-05-23 19:17:27.673845,False,True,False,False,False,False,False,PL,False,2023-07-08 19:17:27.670179,False,25,False,high cash,Low,2025-05-23
205eb73b-9,c948eff1,10269,transfer,ATM,DE,2026-02-03 19:17:27.673851,False,True,True,True,False,False,False,FR,False,2024-08-13 19:17:27.670265,False,60,True,"high cash, large transfer, near threshold",Medium,2026-02-03
dbd13990-8,45597a62,4754,transfer,branch,DE,2026-01-11 19:17:27.673857,False,False,False,False,False,False,False,PL,True,2025-11-14 19:17:27.669858,False,55,False,,Medium,2026-01-11
9857c87d-3,da8713ff,16320,withdrawal,online,AF,2025-09-15 19:17:27.673862,False,True,True,False,True,False,False,US,True,2023-09-26 19:17:27.669894,False,130,True,"high cash, large transfer, high risk country",High,2025-09-15
621f6996-6,28ce00a0,9097,payment,online,DE,2025-10-18 19:17:27.673868,False,True,False,False,False,False,False,AE,False,2024-11-26 19:17:27.670397,False,25,False,high cash,Low,2025-10-18
0fbd481c-b,bcf522bb,15516,withdrawal,ATM,ES,2025-06-19 19:17:27.673873,False,True,True,False,False,True,False,PL,False,2024-03-26 19:17:27.670441,False,60,True,"high cash, large transfer, rapid movement",Medium,2025-06-19
7379ee03-7,13966f55,14285,transfer,ATM,AE,2025-12-03 19:17:27.673879,False,True,True,False,False,False,False,IR,False,2024-11-02 19:17:27.669791,False,90,True,"high cash, large transfer",High,2025-12-03
446222fc-5,f98fa9e0,7710,payment,ATM,SY,2025-10-21 19:17:27.673885,False,True,False,False,True,False,False,IT,False,2025-10-01 19:17:27.670410,False,65,True,"high cash, high risk country",Medium,2025-10-21
15d83f98-c,bcf522bb,3653,transfer,branch,GB,2025-10-04 19:17:27.673892,False,False,False,False,False,False,False,PL,False,2024-03-26 19:17:27.670441,False,15,False,,Low,2025-10-04
36ea1f18-e,9492c68f,1928,crypto,branch,GB,2025-10-12 19:17:27.673898,False,False,False,False,False,False,False,PL,False,2024-07-06 19:17:27.670204,False,20,False,,Low,2025-10-12
96af44f0-7,15437323,8833,payment,ATM,DE,2025-08-13 19:17:27.673908,False,True,False,False,False,False,False,AE,False,2024-11-11 19:17:27.670526,False,25,False,high cash,Low,2025-08-13
